recall,wrecall,precision,wprecision,pred_node_count,pred_nb_node_count,pred_formula_count,pred_edge_count
0.71505374,0.8235737,0.034489185,0.021529295,8535,7263,5364,122876
0.66585165,0.8384727,0.06213346,0.08578311,5044,4314,6309,141684
0.673913,0.8373912,0.12671594,0.15404908,1462,997,947,32144
0.6702509,0.82754195,0.16399083,0.21805593,1278,851,872,27440
0.6329588,0.8950081,0.060606062,0.059419565,3280,2254,2277,59472
0.6872536,0.9178717,0.24101198,0.24383077,544,194,751,19712
0.7145594,0.7099483,0.04486968,0.03976027,3403,3164,3031,39208
0.5717853,0.9104605,0.2775974,0.28597343,393,144,616,10484
0.56655663,0.87803215,0.29368576,0.3196991,456,162,681,13220
0.57535756,0.8681342,0.29493088,0.30995733,411,129,651,12860
0.6564516,0.9279976,0.25426358,0.27289605,414,144,645,10652
0.58438283,0.7832408,0.14626865,0.14423463,467,346,670,5692
0.8821243,0.94103765,0.2748815,0.27055538,751,632,1055,9908
0.77575755,0.9706475,0.03158887,0.03297022,818,390,2121,26356
0.77227724,0.84537876,0.04141414,0.032922275,1821,1278,990,20136
0.87356323,0.9553412,0.23287672,0.22359507,296,63,584,9016
0.7821429,0.9645231,0.159601,0.16283078,186,49,401,4416
0.74747473,0.95153344,0.2621185,0.31119683,272,61,557,7920
0.7291667,0.88785446,0.30132452,0.36200464,321,67,604,10208
0.8674033,0.9636663,0.1657754,0.15408874,179,71,374,4148
0.7990074,0.95198894,0.10727406,0.06604618,1789,1241,1361,40000
0.8429752,0.9636433,0.22528362,0.26054174,321,67,617,10208
0.8922306,0.98625225,0.20951156,0.2858861,1014,555,778,21352
0.71703297,0.8378513,0.106167845,0.10801514,1649,1120,989,35816
0.37209302,0.8953191,0.09803922,0.09219445,44,21,102,464
0.5362319,0.96089005,0.23589744,0.22433959,86,37,195,1320
0.90625,0.9811345,0.07491856,0.11892525,404,211,1228,12616
0.86497885,0.9082345,0.17490494,0.20314506,265,91,526,7588
0.8276699,0.97645396,0.28342244,0.33840576,649,336,561,12376
0.787156,0.96874744,0.2479339,0.29562017,442,149,726,16040
0.88214904,0.9804311,0.17238806,0.22280309,1854,1104,1340,44952
0.72378516,0.91473734,0.12460733,0.098380364,1440,1073,955,26992
0.78925616,0.92686987,0.2462908,0.27349588,417,155,674,10676
0.9234042,0.951288,0.04766537,0.066941746,1015,693,2056,39120
0.8554503,0.9767639,0.039408866,0.029542662,2719,1776,3248,90352
0.78624076,0.9408655,0.27592593,0.3301795,272,61,540,7920
0.87108016,0.97018826,0.20462634,0.25172898,272,61,562,7920
0.8779762,0.9367448,0.22570015,0.24625477,528,300,607,16084
0.87623763,0.97909117,0.21335268,0.2865913,408,139,689,13864
0.82366586,0.96010745,0.23206107,0.27990597,381,133,655,12736
0.7425,0.9775108,0.14925373,0.18235222,348,119,603,10768
0.7152318,0.9846338,0.1539823,0.18576646,324,117,565,9896
0.76388896,0.9272003,0.21410257,0.24905586,462,230,780,12716
0.79425836,0.94236064,0.18715084,0.21788861,402,158,716,10556
0.7379913,0.935586,0.2142857,0.2563082,474,221,756,12812
0.81984335,0.94464976,0.2057554,0.25646788,417,155,695,10676
0.75799084,0.9368762,0.21791045,0.2850534,414,144,670,10652
0.56745183,0.9148426,0.20719424,0.28056842,444,198,695,12572
0.93510324,0.9893846,0.4595525,0.5750904,272,61,581,7920
0.7369338,0.9093754,0.26450512,0.24836211,354,117,586,10172
0.7821229,0.912848,0.12834822,0.16406092,643,282,896,21104
0.88389516,0.9810661,0.12470863,0.15932232,682,270,858,22616
0.74736845,0.94717324,0.20320196,0.2423535,667,242,812,22256
0.74531835,0.9387958,0.19841269,0.22154096,598,236,756,20024
0.7898089,0.9686736,0.19542253,0.20908764,349,120,568,8268
0.70845485,0.9481911,0.18853974,0.20414028,334,126,541,8148
0.5910828,0.79478985,0.113109045,0.08445355,21401,11805,1724,366852
0.7789474,0.92548233,0.23896104,0.25302312,462,230,770,12716
0.8075188,0.93404937,0.33333334,0.37312788,321,67,627,10208
0.73700786,0.862015,0.22196531,0.2650106,523,253,865,15780
0.7182131,0.9406618,0.1279762,0.16138962,481,260,672,12772
0.75238097,0.87404597,0.097520664,0.11188704,393,144,605,10484
0.84921765,0.9479607,0.03424408,0.01966599,5991,4796,5490,194456
0.6506986,0.8964461,0.27094474,0.22533348,343,64,561,11224
0.6976744,0.9176384,0.17376776,0.17702743,585,369,1197,17556
0.78823537,0.92829764,0.15959254,0.18802735,591,354,1178,17604
0.75868726,0.91737306,0.17432785,0.21626484,579,331,1153,17508
0.7088388,0.8735082,0.16488414,0.20349492,549,319,1122,17268
0.78510636,0.91251576,0.1581485,0.16506407,431,211,1037,15860
0.82,0.8698559,0.051696286,0.06403809,348,119,619,10768
0.76428574,0.9086132,0.11579573,0.15703675,751,433,1684,23756
0.90400004,0.92063785,0.054054055,0.052548613,736,332,1739,29448
0.7247191,0.95071036,0.09062003,0.09631021,515,206,629,15840
0.6818182,0.77372736,0.1118644,0.11794688,393,144,590,10484
0.825974,0.9576179,0.044215426,0.0317968,2492,1641,3008,85104
0.931338,0.98949504,0.3838384,0.47989637,272,61,594,7920
0.89756095,0.9800346,0.07567128,0.1294534,404,211,1229,12616
0.9020271,0.9740184,0.2674897,0.33260244,227,55,486,6000
0.8276798,0.925701,0.032433297,0.012471432,11765,7421,6259,347760
0.73846155,0.9750048,0.11848342,0.15255079,381,133,633,12736
0.7212806,0.96013707,0.037338573,0.026457326,3184,2306,3562,105928
0.7222222,0.89635164,0.054635763,0.058494158,385,170,604,12460
0.8021978,0.90094644,0.059739843,0.031634446,4628,3843,6227,62016
0.88554215,0.98448557,0.05338983,0.04966797,2270,1357,1180,46880
0.8409786,0.9522487,0.23285198,0.18737502,1331,1080,554,14344
0.8831169,0.97268,0.2300885,0.2530086,304,126,565,9328
0.7398721,0.82563674,0.18192218,0.16448121,1557,1187,874,25416
0.85294116,0.9844694,0.19175628,0.20759954,304,126,558,9328
0.89776355,0.97429204,0.21340388,0.23602104,304,126,567,9328
0.67647064,0.88771206,0.11550889,0.081870615,2800,2502,1238,37148
0.8149254,0.91230595,0.041438356,0.03441877,4114,2690,2920,88472
0.90000004,0.99392986,0.0061934255,0.0048651933,2978,2108,2099,63524
0.74341196,0.74818623,0.18912639,0.17660257,3070,2733,2152,50640
0.5983263,0.8018783,0.029768901,0.031909373,1390,976,2553,52316
0.8851352,0.91700685,0.13870615,0.16795135,2990,1910,1824,40308
0.66014236,0.8183934,0.1290578,0.07092746,2800,2502,1263,37148
0.5962963,0.7613696,0.040719196,0.03150907,2502,1768,1891,52864
0.63917524,0.7276414,0.06681035,0.04806383,1417,1092,928,25520
0.75000006,0.9243416,0.18532337,0.17982498,806,521,804,20680
0.53999996,0.8725229,0.027941177,0.029491559,566,200,680,17328
0.9016393,0.9829378,0.010093167,0.012008646,22158,18680,3864,472852
0.80225986,0.9673442,0.18867925,0.13137391,317,159,371,5152
0.680916,0.8325154,0.14669926,0.108063266,2900,2179,1227,67144
0.8157895,0.9589735,0.061923586,0.041762777,3754,2572,1518,52900
0.8,0.99244714,0.0027266531,0.001818591,3632,2759,1467,56140
0.85,0.99597883,0.091787435,0.07709783,210,131,207,2512
0.9433962,0.99856806,0.07128713,0.096034475,375,295,505,6456
0.7962963,0.90973675,0.034539472,0.023359988,947,511,608,17040
0.79742765,0.9687568,0.10108303,0.18647528,467,233,1385,15820
0.47619048,0.9548253,0.06306306,0.074601576,73,48,111,992
0.7027027,0.98203456,0.25396827,0.22424504,113,42,126,1584
0.61943984,0.68205214,0.19890511,0.22045588,1203,918,548,14688
0.5,0.8964853,0.042857144,0.050187156,34,20,70,308
0.8536585,0.9770138,0.2631579,0.1913756,72,20,95,984
0.7910448,0.89692515,0.028810408,0.018314969,969,542,1076,14192
0.7436823,0.83505154,0.1241535,0.06492621,348,205,443,3384
0.7236842,0.9356654,0.039199334,0.026569806,1608,639,1199,26912
0.67391306,0.8491471,0.06746032,0.09663509,107,79,252,1536
0.787234,0.93712515,0.031782065,0.023242941,2349,1337,2643,36440
0.9053255,0.91000736,0.10895523,0.11871302,515,302,670,8540
0.17948718,0.15586366,0.036363635,0.0041898093,219,35,110,3196
0.61290324,0.96219224,0.14782608,0.11324804,101,38,115,1488
0.5826446,0.89382327,0.038258575,0.007540659,2659,526,1516,45104
0.8881119,0.98777175,0.04806313,0.04890039,1438,1011,1394,21728
0.6296296,0.8475361,0.10270271,0.050524943,254,84,370,4012
0.42,0.8477738,0.039215688,0.030423893,90,40,204,1252
0.7241379,0.81976664,0.04366812,0.048816457,140,54,229,1940
0.962963,0.999311,0.15568863,0.14550535,155,67,167,2268
0.6875,0.9966378,0.11363637,0.119692326,21,11,44,140
0.73333335,0.98774695,0.041516244,0.018628243,850,645,554,9716
0.8535714,0.9585476,0.063285835,0.042209215,1926,1610,2386,28748
0.8717949,0.99269736,0.18803419,0.17748937,66,28,117,936
0.71428573,0.8784403,0.025845865,0.013058817,2054,1293,2128,33692
0.7894737,0.9074632,0.053892218,0.02464212,212,98,167,3640
0.6984127,0.8761319,0.041538462,0.022708114,1901,518,650,24728
0.75714284,0.9906846,0.019385027,0.0099782795,1581,1058,1496,22720
0.82300884,0.975842,0.0124968765,0.0099431835,3296,1831,4001,57840
0.92537314,0.99818397,0.05203252,0.05683423,674,218,615,12088
0.74752474,0.9860139,0.07786885,0.051856965,482,209,488,5472
0.85792345,0.97247213,0.16422948,0.1055324,2673,659,889,43024
0.4821192,0.44368505,0.09134108,0.04377324,5153,1777,1894,71272
0.902439,0.9871404,0.09387755,0.0684545,126,85,245,2440
1.0,0.9999999,0.031358887,0.05139044,371,106,287,6072
0.6111111,0.94385594,0.07462686,0.0713616,297,121,268,4968
1.0,1.0000001,0.04225352,0.020765236,36,16,71,336
0.84615386,0.99931955,0.056737587,0.050917424,55,37,141,660
0.7692308,0.949421,0.09497207,0.08477354,152,72,179,2240
0.85714287,0.9890903,0.10240963,0.12218149,180,74,166,2884
0.82222223,0.9872779,0.10900474,0.09954926,380,199,211,4620
0.8333334,0.99563086,0.058536585,0.035038523,139,82,205,2704
0.8000001,0.9974255,0.036764707,0.023160793,280,144,408,6300
0.7927928,0.7708721,0.02445194,0.018018637,976,573,1186,21228
0.6764706,0.9842397,0.077419356,0.06191647,219,129,310,3708
0.90909094,0.99973994,0.05882353,0.040057283,66,27,85,936
0.85483867,0.9855813,0.122047246,0.124562725,243,136,254,3912
0.9677419,0.9997351,0.1882353,0.17844039,66,22,85,936
0.920635,0.992627,0.17346938,0.1697776,229,84,196,3788
0.80597013,0.9821714,0.15714286,0.117733955,135,80,210,2100
0.83278686,0.97073334,0.13899139,0.08672812,1643,1387,813,18932
0.7763158,0.976517,0.20858896,0.1800751,97,46,163,1456
0.8000001,0.98003185,0.034591194,0.043056272,322,154,318,5816
0.796875,0.8952392,0.064327486,0.049124196,861,451,855,10120
0.73333335,0.97207,0.11794872,0.14802672,197,72,195,3032
0.82515335,0.9609968,0.2089041,0.15203965,721,435,876,9680
0.85910654,0.93863523,0.08070618,0.06385253,1567,1005,1586,20436
0.77192986,0.9930308,0.15591398,0.11561662,109,52,186,1552
0.65333337,0.9161551,0.15517241,0.20654063,410,186,174,5052
0.7692308,0.99708605,0.053846154,0.060056966,101,58,130,1488
0.7741935,0.99854016,0.099999994,0.103670314,41,19,110,416
0.5,0.82310975,0.120000005,0.115266,277,126,250,4184
0.8666667,0.9886551,0.11111112,0.07556245,266,217,504,3192
0.62068963,0.9864815,0.025089607,0.033008296,128,82,279,1808
0.84,0.9817026,0.06875,0.093844235,101,47,160,1488
0.6904762,0.92459553,0.22727272,0.17777875,63,29,110,804
0.7222222,0.9558067,0.087248325,0.13310064,101,67,149,1488
0.8947368,0.9967731,0.067961164,0.045098446,32,25,103,280
0.85882354,0.8050678,0.033033032,0.019597346,794,441,999,11532
0.79999995,0.99560946,0.025817556,0.030455513,476,230,581,9664
0.9258203,0.9897307,0.17563528,0.21259885,2788,1436,1338,56184
0.89285713,0.98976254,0.038702928,0.024069631,859,655,956,18992
0.5769231,0.9713503,0.046511628,0.04687669,47,24,129,504
0.90000004,0.9998809,0.060975607,0.03715681,25,20,82,188
0.80722886,0.9322463,0.08443272,0.033911265,1498,366,379,21284
0.5358491,0.84584135,0.17391305,0.12000434,549,264,391,7296
0.8255814,0.96341467,0.22173274,0.15534058,1695,1243,681,18312
0.8607595,0.9506688,0.051049348,0.034262866,1138,808,1763,21048
0.87635237,0.8988676,0.20547944,0.18638772,1441,637,949,23740
0.906542,0.968917,0.056712963,0.040704057,1271,573,864,21744
0.9424084,0.9550525,0.06934813,0.05462616,1073,503,721,18132
0.72565156,0.87424815,0.16010274,0.115270436,2102,1855,1168,24260
0.85714287,0.9971814,0.037275065,0.029027738,659,234,778,9788
0.75478923,0.9053637,0.095285855,0.09006196,928,400,997,12552
0.9583334,0.96024096,0.052805282,0.04367202,790,284,909,12096
0.7773196,0.9080162,0.13140728,0.07865438,2774,2491,1073,33464
0.9259259,0.925405,0.05100182,0.04609033,399,244,549,4780
0.6073059,0.9056417,0.08944954,0.052551072,825,605,436,8288
0.923077,0.9991865,0.024999999,0.004769632,876,304,440,8296
0.7916667,0.9830359,0.01231803,0.0032387844,1159,365,893,19892
0.72727275,0.9361102,0.22388059,0.15201311,48,21,67,584
0.85882354,0.99481237,0.119266056,0.11258575,362,286,327,4272
0.51724136,0.9947345,0.107142866,0.08032959,25,15,56,188
0.80794704,0.9466901,0.13061224,0.0915882,977,331,490,11452
0.7420635,0.943951,0.26988637,0.20451225,515,326,352,5256
0.8181819,0.99976796,0.08064516,0.06219176,25,14,62,188
0.5100864,0.7993661,0.1163522,0.07420753,762,569,636,9444
0.70212764,0.88816994,0.17322835,0.17080382,228,74,127,2104
0.90909094,0.9921717,0.118644066,0.11041341,33,16,59,324
0.3,0.49432856,0.02739726,0.010539831,40,20,73,380
0.6981982,0.9457333,0.045038704,0.019554388,1431,835,1421,24448
0.9008264,0.99283075,0.113168724,0.08641864,750,397,486,13540
0.85064936,0.9791307,0.090909086,0.09815647,605,300,627,9668
0.8888889,0.98924625,0.009536482,0.012218064,3428,3249,4509,57976
0.8552632,0.9861796,0.10290238,0.09143122,297,213,379,3416
0.8169014,0.9968351,0.09785933,0.088376194,168,90,327,2788
1.0,0.99999994,0.033816423,0.09759937,114,72,207,1440
0.893617,0.9871868,0.033925686,0.020485215,375,224,619,6380
0.79310346,0.99764127,0.024590163,0.009505752,318,119,366,5176
0.4509804,0.49861258,0.12982929,0.0842338,2593,819,2226,43004
0.6258503,0.8187721,0.046798028,0.042339902,912,378,812,18392
0.7094017,0.7830648,0.011927878,0.0061767455,1511,1355,3605,31276
0.9426229,0.92279536,0.051905386,0.032632213,1365,918,1522,17408
0.8787879,0.98770237,0.028122416,0.018037662,1390,624,1209,19260
0.916129,0.97458076,0.05441696,0.038861882,1131,672,1415,15612
0.6831683,0.77883303,0.050183598,0.042053584,503,388,817,8396
0.8783784,0.91625154,0.05511811,0.024027234,1209,713,1016,17768
0.7478261,0.9153818,0.08375452,0.058264636,963,572,1385,14296
0.8571429,0.9983686,0.0754717,0.10124284,155,39,106,3120
0.86956525,0.98853266,0.21390375,0.22553292,261,135,187,3400
0.90909094,0.99805,0.081081085,0.13062795,82,23,74,1200
1.0,1.0,0.019498607,0.022605224,520,127,359,7068
0.90909094,0.9955443,0.053140096,0.023212595,519,178,207,7056
0.877551,0.9494404,0.024425287,0.03733638,1567,306,696,52404
0.14285715,0.9546715,0.08695652,0.07424353,20,10,23,128
0.36434108,0.49766165,0.08450704,0.03390362,1100,105,284,11948
0.92857146,0.9965122,0.017391305,0.01765883,478,100,345,11064
0.6821192,0.8796404,0.060027286,0.03160166,466,329,733,5716
0.94308937,0.9900704,0.19834709,0.18618385,183,110,242,3384
0.5909091,0.9619298,0.08928572,0.10317987,101,66,168,1488
0.95918363,0.9961813,0.05446623,0.053700224,308,194,459,5064
0.9457364,0.99853194,0.10463378,0.08338606,398,171,669,6544
0.67774934,0.67193055,0.1438515,0.09136923,758,437,862,13016
0.83606553,0.99023503,0.02279924,0.0205484,1678,1425,1579,45104
0.8275862,0.9913808,0.12037037,0.15535593,217,94,216,3680
0.4047619,0.9263715,0.13986014,0.2036613,152,63,143,2240
0.8648649,0.9897723,0.09137055,0.09790297,123,51,197,2004
0.7171216,0.96855605,0.15447155,0.12230927,1169,739,615,14404
0.54850745,0.3948989,0.17591126,0.1782054,762,601,631,6748
0.7131783,0.95867586,0.017607043,0.016707616,1807,812,2499,67784
0.858871,0.93531066,0.17173253,0.13687357,3269,2594,1316,44164
0.85045046,0.9765062,0.26100627,0.24038476,2281,1730,636,28656
0.9009009,0.9227618,0.18104668,0.1983019,2281,1730,707,28656
0.92991453,0.9822822,0.18778487,0.18362698,2803,2172,1097,37312
0.8684583,0.9356052,0.1821366,0.09700425,3044,2382,1142,39840
0.82887703,0.9773606,0.050468266,0.041825198,3930,2971,1922,189556
0.9509202,0.99840397,0.046522133,0.035803642,4363,3233,2214,218944
0.66937673,0.829888,0.046363924,0.03613518,5257,4038,3149,284632
0.778481,0.9686603,0.016748767,0.014421083,2877,1410,3045,108536
0.76237625,0.9385487,0.023431867,0.019712891,1762,1115,2774,67480
0.9142857,0.99762386,0.010580081,0.012216209,1998,894,2741,79284
0.8558559,0.99714637,0.018087855,0.011346116,1761,858,1935,53240
0.86868685,0.99700654,0.01194605,0.008382404,2451,1203,2595,85480
0.9431819,0.9977087,0.011192725,0.008703859,2734,1341,2859,100532
0.92134833,0.9975172,0.010698763,0.008660442,2877,1410,2991,108536
0.82222223,0.9959001,0.00921659,0.007889759,3166,1548,3255,125520
0.9710145,0.9979589,0.008240977,0.0070971604,3459,1686,3519,143832
0.9821429,0.9999185,0.0066085113,0.004918428,3756,1824,3783,163504
0.8086956,0.9420592,0.01414713,0.01338344,1575,1003,2474,56864
0.8666667,0.9624095,0.010614934,0.012898076,1762,1115,2732,67480
0.8363636,0.96648073,0.011281588,0.009426277,1392,891,2216,47224
0.97183096,0.99950325,0.013839058,0.021952529,818,390,1951,26356
0.882353,0.9959405,0.02781457,0.03089172,2516,2175,1510,99268
1.0,0.99999994,0.016678752,0.012080993,1308,580,1379,36584
0.980198,0.9999157,0.01762365,0.013354613,1722,756,1759,55048
0.94827586,0.97928774,0.029278144,0.018573426,1935,844,1981,65776
0.8555556,0.99353063,0.025316454,0.01369339,1287,956,1422,20096
0.7655502,0.9633936,0.01859168,0.016676245,4588,3226,4303,66048
0.70731705,0.92546636,0.010615712,0.016655497,3000,1291,1884,45816
0.72611463,0.8649026,0.072150074,0.047281116,795,494,693,12064
0.81560284,0.8683078,0.04358354,0.029773906,1819,795,826,26088
0.56122446,0.9477171,0.01178361,0.01030583,1521,771,1867,27648
0.8068181,0.9581738,0.05606488,0.048028402,2774,1589,2836,37404
0.6923077,0.9507253,0.18944518,0.18211144,321,90,739,10208
0.7619048,0.93671775,0.013461539,0.016959775,853,344,520,14500
0.8372093,0.96597886,0.012183692,0.010866572,2526,935,1067,53264
0.34024897,0.41361758,0.28985506,0.14877391,312,40,138,4536
0.65822786,0.975227,0.052631576,0.03738955,1768,616,836,65324
0.875,0.9986781,0.020408163,0.015897539,1454,504,735,45780
0.4666667,0.98394156,0.0073349634,0.011631607,631,245,409,10264
0.5714286,0.8791839,0.094827585,0.084017664,222,83,116,2608
0.71052635,0.9548994,0.0113528855,0.009811758,2413,1051,1057,50840
0.671875,0.9720955,0.013168086,0.010286887,3376,1299,1291,77184
0.2746479,0.37576514,0.13636364,0.065654784,915,71,198,15056
0.3263889,0.33300412,0.1496063,0.061553247,2161,111,254,37920
0.537037,0.7222992,0.19886364,0.08116705,956,82,176,9768
0.33333334,0.9840195,0.03351955,0.03012897,157,52,179,2392
0.3,0.9008359,0.1509434,0.1768545,70,22,106,948
0.84745765,0.91422194,0.17283951,0.15597789,180,52,162,2884
0.50793654,0.7972464,0.08121827,0.046623647,204,56,197,3092
0.7457627,0.98390776,0.099999994,0.1267435,160,97,200,2308
0.83987916,0.86359143,0.025035014,0.01576222,7074,5480,5712,91072
0.42307693,0.88913655,0.014245015,0.007640268,200,130,351,3048
0.75757575,0.9771564,0.02398524,0.04302144,248,141,542,3960
0.59770113,0.47949922,0.1883469,0.20220125,1145,955,738,11348
0.60117304,0.5750704,0.16483517,0.21402161,988,837,637,9612
0.7839196,0.97486186,0.17798594,0.16393363,641,511,427,6896
0.7016949,0.8532908,0.17576791,0.1696753,1064,679,586,12484
0.736,0.8232856,0.1826484,0.20125508,1378,1099,657,17380
0.8333333,0.98757994,0.15282391,0.15913561,443,332,301,5528
0.8153846,0.98849505,0.15920398,0.14042841,294,171,201,3620
0.8055556,0.78433764,0.18717949,0.21555075,670,531,390,8492
0.67910445,0.95468336,0.12865497,0.1307767,522,402,342,5528
0.83870965,0.99019796,0.16161616,0.14237717,294,169,198,3620
0.5885417,0.58759296,0.14190687,0.12734956,808,625,451,8080
0.76012456,0.7731041,0.2605459,0.28099114,805,596,403,10348
0.85308063,0.9077505,0.21276596,0.23308107,654,508,423,8364
0.8943662,0.9899069,0.06589674,0.039604083,4245,3129,1472,67488
0.7529762,0.80844593,0.2700815,0.29499614,2480,2100,859,34220
0.87356323,0.9955733,0.022342585,0.011498713,3489,2588,1477,47300
0.77931035,0.89489424,0.19162641,0.15325397,1356,1032,621,17204
0.7444445,0.9929996,0.03169014,0.020687856,3929,3316,1420,54516
0.8302583,0.95411265,0.16275167,0.18140791,1180,826,596,19072
0.8219512,0.96827304,0.13871951,0.13674353,1356,1032,656,17204
0.6897322,0.77872896,0.22983257,0.28374064,1630,1311,657,21000
0.77731097,0.87885463,0.23168908,0.25303668,1619,1299,669,20892
0.7684887,0.86754054,0.1900685,0.18386307,1239,962,584,14988
0.88590604,0.9717878,0.025538126,0.009123033,9230,7637,2741,134980
0.6753927,0.957414,0.13062099,0.09674891,864,487,467,9956
0.7839196,0.968321,0.12734082,0.092978984,893,513,534,10192
0.8951613,0.97656125,0.024826579,0.011187507,8576,6997,2739,128488
0.6906475,0.7624411,0.11368421,0.074004605,885,547,475,10124
0.8069105,0.8614274,0.1316932,0.090526074,3861,2993,1382,50660
0.7959184,0.94578415,0.18090452,0.1116519,3837,2891,1393,50468
0.8704319,0.9624623,0.051777095,0.026922053,10327,8719,2279,145464
0.825,0.94066167,0.02754717,0.010170643,10273,9283,2650,152424
0.82165605,0.9821545,0.1,0.07707893,1242,599,540,19708
0.7066246,0.6944573,0.32044888,0.3366469,2865,2422,802,40244
0.7894737,0.9766655,0.003341998,0.0019069706,11270,7692,2693,185184
0.9174603,0.9758202,0.214539,0.21296631,991,532,564,15792
0.77313435,0.8172067,0.06611571,0.033364862,5352,4730,1452,75492
0.72929937,0.8290956,0.17447497,0.17301989,1455,1006,619,18068
0.8636364,0.9939781,0.010347376,0.016888823,4801,3449,1353,66088
0.90909094,0.99223197,0.038317367,0.03566125,1667,1314,2401,27280
0.8248686,0.8453259,0.06029712,0.040436327,9509,7939,3433,102172
0.8333334,0.99466616,0.03953488,0.019103043,634,438,430,8168
0.90853655,0.9948497,0.20833334,0.27423346,519,389,360,6636
0.55769235,0.74207973,0.1437008,0.14547046,672,367,508,8520
0.8561644,0.99177855,0.16584158,0.10126305,772,457,404,8476
0.8854167,0.9925998,0.15123457,0.07484321,662,360,324,7004
0.85148513,0.97536653,0.20871559,0.18695825,520,387,436,6648
