recall,wrecall,precision,wprecision,pred_node_count,pred_nb_node_count,pred_formula_count,pred_edge_count
0.7839196,0.968321,0.12734082,0.12056262,893,513,534,5096
0.8951613,0.97656125,0.024826579,0.013525713,8576,6997,2739,64244
0.6906475,0.7624411,0.11368421,0.09815467,885,547,475,5062
0.8069105,0.8614273,0.1316932,0.10141061,3861,2993,1382,25330
0.7959184,0.94578415,0.18090452,0.121605575,3837,2891,1393,25234
0.8704319,0.9624623,0.051777095,0.029479131,10327,8719,2279,72732
0.825,0.94066167,0.02754717,0.012894748,10273,9283,2650,76212
0.82165605,0.9821545,0.1,0.10144122,1242,599,540,9854
0.7066246,0.6944573,0.32044888,0.3784407,2865,2422,802,20122
0.7894737,0.9766655,0.003341998,0.0018578956,11270,7692,2693,92592
0.9174603,0.9758203,0.214539,0.24250996,991,532,564,7896
0.77313435,0.8172067,0.06611571,0.03845161,5352,4730,1452,37746
0.72929937,0.82909524,0.17447497,0.19436136,1455,1006,619,9034
0.8636364,0.9939781,0.010347376,0.017519545,4801,3449,1353,33044
0.90909094,0.9922322,0.038317367,0.041997645,1667,1314,2401,13640
